# Frequency = 1.088697183718455E10
# xIndex	yIndex	zIndex	AbsFmx	AbsFmy	AbsFmz	ArgFmx	ArgFmy	ArgFmz
3	25	0	0.9775699494078991	5.379883855055463	5.783770793014372	1.7369021821608204	-1.4215414131881252	0.1441298529761373
3	26	0	0.9244643832445556	5.418296377291286	5.839776698294613	1.7378832742786738	-1.4217710564016124	0.14414817998675514
3	27	0	0.8676547313019534	5.471879543172342	5.8613923973053	1.7388754484055045	-1.422070602449482	0.14432749410711396
3	28	0	0.8193008057951062	5.531646138242569	5.844557041676874	1.7396205293276878	-1.4222336358753986	0.1443307589665809
4	8	0	0.11308341071125533	0.6491823645560191	0.6669869869467401	2.1676817547519605	-0.9878053000458265	0.5194449169463903
4	9	0	0.11037774746744776	0.6533414827320806	0.6699383418072273	2.1682929517772016	-0.9875621180757209	0.5189781771283399
4	16	0	0.08572610574118544	0.5235478469744721	0.6254542066706091	-2.4575474279286125	0.6804863927287048	2.4484457020804467
4	17	0	0.08130467506944326	0.5227903770347635	0.6266462102056898	-2.4661052364672376	0.6721321932488629	2.449476636725552
4	18	0	0.07651213270269239	0.5216909133453174	0.6271511151318832	-2.4766528387885214	0.6617570685940728	2.4514614897445695
4	24	0	1.0876187280103098	5.678809472258929	6.003274066048815	1.736769403704352	-1.421046934587233	0.1440882190438675
4	25	0	1.0066337565345984	5.565276186947629	5.967740823358759	1.737525041972805	-1.4213305273371584	0.14402943743938426
4	26	0	0.9551217061617061	5.549283105369491	5.957415524596857	1.7381093299497852	-1.4217055155668845	0.14429576865671767
4	27	0	0.9240758553602879	5.5752290924791845	5.963305816829411	1.7383634074910888	-1.4219341760906128	0.14415702948597417
4	28	0	0.901426056470297	5.64971990835008	5.988641230964412	1.7387983123073938	-1.4221844119590625	0.14440312692926555
4	29	0	0.9172037765718316	5.817159334127515	6.034994277493513	1.7385948514437994	-1.422216424717055	0.14431657495303124
5	7	0	0.12867542066624058	0.6970880904897719	0.7135228897352797	2.1683952708992678	-0.9873850119701186	0.5204998647412904
5	8	0	0.12236569780425104	0.6882624267962743	0.7038637694036146	2.168446929673774	-0.987494854384772	0.5191867423795113
5	9	0	0.1209086623116325	0.6957379797533807	0.7086089079124984	2.1714199924163022	-0.9847226810781895	0.520261195128211
5	10	0	0.12223410503478392	0.7229290252418621	0.7304240651787148	2.1736521175775168	-0.9830205303176716	0.5191245093304107
5	11	0	0.12023271905995789	0.7416450132562888	0.7351876845333766	2.1761939618892097	-0.9808590074832486	0.5192920281924641
5	15	0	0.1021369179555902	0.5664268699414704	0.6668296400210011	-2.4494919040620444	0.6878413670703033	2.444787718981914
5	16	0	0.09369696909425615	0.5505439636956247	0.6540444203629694	-2.4567096760713287	0.6809434622138314	2.4459362549339363
5	17	0	0.08846409537408742	0.5428945952706036	0.6491692090133037	-2.4696611575759952	0.6682798994309928	2.449134658032846
5	18	0	0.08411615303028586	0.5388730466775437	0.6519585356994552	-2.4860953750551893	0.6519841497060865	2.4497487673204725
5	19	0	0.0824234847709718	0.5450817985619112	0.6616156427545061	-2.504854624000796	0.633213396278348	2.451734357557245
5	24	0	1.0523433014519479	5.766511460049696	6.105015598953738	1.737771842875837	-1.4210084926075512	0.14406614081949748
5	25	0	0.998837522529234	5.66264942278398	6.053321189442603	1.7381881837717692	-1.4213084382455687	0.14424171607575645
5	26	0	0.9715391491478533	5.616660832168041	6.012842460345541	1.7380961854105041	-1.4215371479895011	0.14401932515894322
5	27	0	0.9599002890454795	5.612312296756909	6.001528284543899	1.7380931438213316	-1.4218882227055545	0.14436747386764556
