# Frequency = 9.551220354166626E9
# xIndex	yIndex	zIndex	AbsFmx	AbsFmy	AbsFmz	ArgFmx	ArgFmy	ArgFmz
3	25	0	0.34497645844717906	0.6237501117797091	0.7477212607570751	-0.3365898940892742	2.788125940506047	-2.042746889505427
3	26	0	0.344564485592257	0.6346621328416737	0.7627075850681703	-0.3426940574065134	2.781492935186246	-2.0412912098056673
3	27	0	0.34490835292576877	0.6472511541237876	0.7737459058263805	-0.349561740483602	2.774290767814247	-2.0393815462653757
3	28	0	0.3467927694031039	0.6600246244242536	0.7778149876954819	-0.35491370927229693	2.7690247994807304	-2.0383876826980245
4	8	0	4.369188284484243	7.982619480339627	9.695508583594501	0.7189806458410263	-2.4598312413748658	-0.9288226190297276
4	9	0	4.402954736360559	8.088529744844314	9.771947775108096	0.7191888437506717	-2.4598003514576545	-0.9288437375446285
4	16	0	1.3671172647420329	2.4472578400227283	2.7007895487723883	0.4100557427835211	-2.7659311090994625	-1.271493207734813
4	17	0	1.3662882422092648	2.474686290903939	2.727871841338719	0.4080734062211469	-2.768343923475225	-1.270903562080356
4	18	0	1.3652697186740474	2.50597781727397	2.7520110469324823	0.4066463508690306	-2.7701342259138952	-1.2702864718206157
4	24	0	0.37461464497084634	0.6403452009293348	0.7601022205366317	-0.3296265103156131	2.7957029328940224	-2.047134821891264
4	25	0	0.3609437974627825	0.6392293246002608	0.7664993394891751	-0.33611744736149557	2.788496856698508	-2.0449914866360075
4	26	0	0.35526586266585997	0.6422526098061585	0.7732858267681662	-0.3436958674776832	2.7804239018593546	-2.0422125908530835
4	27	0	0.3537676209284409	0.6469341343452572	0.7798669889176312	-0.35211761578805945	2.771827819800848	-2.0408550681806186
4	28	0	0.3566412316829735	0.6549909945982854	0.7866504201875462	-0.35832928645692125	2.765459491297136	-2.0389475895555687
4	29	0	0.3686559109542816	0.6663654658972716	0.7907788915680918	-0.3640816529145081	2.7601143678136606	-2.0385206439474963
5	7	0	4.779884373797237	8.218223723259625	10.168576564926864	0.7185946683177119	-2.461083391910774	-0.9281973251106362
5	8	0	4.707198712260946	8.24299836224957	10.113173460364525	0.7187735835751632	-2.460790294058049	-0.928352414864289
5	9	0	4.783154223306807	8.36711850871386	10.210794124828018	0.7187483074619423	-2.4608194938825507	-0.9282224198235607
5	10	0	5.042650745970775	8.66520409597475	10.51124947586402	0.7185672585067767	-2.461210117347182	-0.9278876180884563
5	11	0	5.222112951710994	8.915174634329661	10.598644050009156	0.7179040761381936	-2.461126849872498	-0.9277021815912428
5	15	0	1.5060754395181495	2.499277542433672	2.774460405294766	0.41138333558791224	-2.7644875612725914	-1.2735731093010134
5	16	0	1.4532098511704314	2.4901084632978145	2.7702768293626403	0.4089226507442638	-2.767443223170194	-1.2724929157199953
5	17	0	1.4303277780440629	2.4914286242755534	2.784153434789839	0.4069658050509763	-2.769877839892166	-1.2710393004032687
5	18	0	1.426244945220341	2.508620748129112	2.8129410486611697	0.4039323046394164	-2.7735162377078266	-1.2705286292013072
